Set,Code,Release Date,Number in the set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Artist,Standard
Unstable,UST,12/8/2017,91,Painiac,Common,"At the beginning of your upkeep, roll a six-sided die. Painiac gets +X/+0 until end of turn, where X is the result.",{2}{R},Creature,0,3,3,McLean Kendree,No
Unstable,UST,12/8/2017,92,Party Crasher,Uncommon,"Haste
You can attack with Party Crasher once each combat during each opponent's turn.",{4}{R},Creature,3,3,5,Mike Burns,No
Unstable,UST,12/8/2017,93,Steamflogger Boss,Rare,"Other Riggers you control get +1/+0 and have haste.
If a Rigger you control would assemble a Contraption, it assembles two Contraptions instead.",{3}{R},Creature,3,3,4,Warren Mahy,No
Unstable,UST,12/8/2017,94,Steamflogger of the Month,Rare,"When Steamflogger of the Month enters the battlefield, it assembles a Contraption for each Contraption you control. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)",{3}{R}{R},Creature,3,3,5,Warren Mahy,No
Unstable,UST,12/8/2017,95,Steamflogger Temp,Uncommon,"{6}, {T}: Steamflogger Temp assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",{1}{R},Creature,2,1,2,Jeff Miracola,No
Unstable,UST,12/8/2017,96,Steamfloggery,Uncommon,"Roll a six-sided die. Assemble a number of Contraptions equal to the result. (To assemble a Contraption, put the top card of your Contraption deck face up onto one of your sprockets.)",{4}{R}{R},Instant,,,6,Emrah Elmasli,No
Unstable,UST,12/8/2017,97,Super-Duper Death Ray,Uncommon,"Trample (This spell can deal excess damage to its target's controller.)
Super-Duper Death Ray deals 4 damage to target creature.",{2}{R},Instant,,,3,Even Amundsen,No
Unstable,UST,12/8/2017,98,Target Minotaur,Common,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",{1}{R},Creature,2,1,2,Warren Mahy,No
Unstable,UST,12/8/2017,98,Target Minotaur,Common,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",{1}{R},Creature,2,1,2,Warren Mahy,No
Unstable,UST,12/8/2017,98,Target Minotaur,Common,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",{1}{R},Creature,2,1,2,Warren Mahy,No
Unstable,UST,12/8/2017,98,Target Minotaur,Common,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",{1}{R},Creature,2,1,2,Warren Mahy,No
Unstable,UST,12/8/2017,99,Three-Headed Goblin,Rare,"Triple strike (This creature deals first-strike, regular, and last-strike combat damage.)",{3}{R}{R},Creature,3,3,5,Mike Burns,No
Unstable,UST,12/8/2017,100,Work a Double,Common,Assemble two Contraptions. (Put the top card of your Contraption deck face up onto one of your sprockets. Then repeat this process.),{2}{R}{R},Sorcery,,,4,Carl Frank,No
Unstable,UST,12/8/2017,101,Wrench-Rigger,Common,"When Wrench-Rigger enters the battlefield, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",{R},Creature,1,1,1,Jesper Ejsing,No
Unstable,UST,12/8/2017,102,As Luck Would Have It,Rare,"Hexproof
Whenever you roll a die, put a number of luck counters on As Luck Would Have It equal to the result. Then if there are 100 or more luck counters on As Luck Would Have It, you win the game. (Count both rolls if you reroll a die.)",{G},Enchantment,,,1,Milivoj Ćeran,No
Unstable,UST,12/8/2017,103,Beast in Show,Common,Trample,{4}{G}{G},Creature,6,4,6,Mike Burns,No
Unstable,UST,12/8/2017,103,Beast in Show,Common,Trample,{4}{G}{G},Creature,6,4,6,Mike Burns,No
Unstable,UST,12/8/2017,103,Beast in Show,Common,Trample,{4}{G}{G},Creature,6,4,6,Mike Burns,No
Unstable,UST,12/8/2017,103,Beast in Show,Common,Trample,{4}{G}{G},Creature,6,4,6,Mike Burns,No
Unstable,UST,12/8/2017,104,Chittering Doom,Uncommon,"Whenever you roll a 4 or higher on a die, create a 1/1 green Squirrel creature token.",{3}{G},Enchantment,,,4,Kari Christensen,No
Unstable,UST,12/8/2017,105,Clever Combo,Uncommon,"Search your library for a host card or a card with augment, reveal it, put it into your hand, then shuffle your library.",{1}{G},Sorcery,,,2,Kev Walker,No
Unstable,UST,12/8/2017,106,Druid of the Sacred Beaker,Uncommon,{T}: Add {G} to your mana pool for each Crossbreed Labs watermark among permanents you control.,{2}{G},Creature,2,2,3,Simon Dominic,No
Unstable,UST,12/8/2017,107,Eager Beaver,Common,"When this creature enters the battlefield, you may untap target permanent.",{2}{G},Host,,,3,Andrea Radeck,No
Unstable,UST,12/8/2017,108,Earl of Squirrel,Rare,"Squirrellink (Damage dealt by this creature also causes you to create that many 1/1 green Squirrel creature tokens.)
Creature tokens you control are Squirrels in addition to their other creature types.
Other Squirrels you control get +1/+1.",{4}{G}{G},Creature,4,4,6,Milivoj Ćeran,No
Unstable,UST,12/8/2017,109,First Pick,Uncommon,Destroy target artifact or enchantment. Assemble a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.),{3}{G},Instant,,,4,John Thacker,No
Unstable,UST,12/8/2017,110,Ground Pounder,Common,"{3}{G}: Roll a six-sided die. Ground Pounder gets +X/+X until end of turn, where X is the result.
Whenever you roll a 5 or higher on a die, Ground Pounder gains trample until end of turn.",{1}{G},Creature,2,2,2,Warren Mahy,No
Unstable,UST,12/8/2017,111,"Half-Squirrel, Half-",Uncommon,"Whenever a nontoken creature enters the battlefield,
Augment {G} ({G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)",,Creature,-1,0,0,Andrea Radeck,No
Unstable,UST,12/8/2017,112,Hydradoodle,Rare,"As Hydradoodle enters the battlefield, roll X six-sided dice. Hydradoodle enters the battlefield with a number of +1/+1 counters on it equal to the total of those results.
Reach, trample",{X}{X}{G}{G},Creature,0,0,2,Mathias Kollros,No
Unstable,UST,12/8/2017,113,Ineffable Blessing (a),Rare,"As Ineffable Blessing enters the battlefield, choose Flavorful or Bland.
• Flavorful — Whenever a creature with flavor text enters the battlefield under your control, draw a card.
• Bland — Whenever a creature without flavor text enters the battlefield under your control, draw a card.",{1}{G},Enchantment,,,2,Milivoj Ćeran,No
Unstable,UST,12/8/2017,113,Ineffable Blessing (b),Rare,"As Ineffable Blessing enters the battlefield, choose an artist.
Whenever a creature with art by the chosen artist enters the battlefield under your control, draw a card.",{1}{G},Enchantment,,,2,Milivoj Ćeran,No
Unstable,UST,12/8/2017,113,Ineffable Blessing (c),Rare,"As Ineffable Blessing enters the battlefield, choose white-bordered or silver-bordered.
Whenever a creature with the chosen border enters the battlefield under your control, draw a card.",{1}{G},Enchantment,,,2,Milivoj Ćeran,No
Unstable,UST,12/8/2017,113,Ineffable Blessing (d),Rare,"As Ineffable Blessing enters the battlefield, choose a rarity.
Whenever a creature with the chosen rarity enters the battlefield under your control, draw a card.",{1}{G},Enchantment,,,2,Milivoj Ćeran,No
Unstable,UST,12/8/2017,113,Ineffable Blessing (e),Rare,"As Ineffable Blessing enters the battlefield, choose odd or even.
Whenever a creature with a collector number of the chosen value enters the battlefield under your control, draw a card.",{1}{G},Enchantment,,,2,Milivoj Ćeran,No
Unstable,UST,12/8/2017,113,Ineffable Blessing (f),Rare,"As Ineffable Blessing enters the battlefield, choose a number.
Whenever a creature with exactly the chosen number of words in its name enters the battlefield under your control, draw a card. (Hyphenated words are one word.)",{1}{G},Enchantment,,,2,Milivoj Ćeran,No
Unstable,UST,12/8/2017,114,Joyride Rigger,Common,"When Joyride Rigger enters the battlefield, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",{3}{G},Creature,3,3,4,Wayne Reynolds,No
Unstable,UST,12/8/2017,115,Monkey-,Uncommon,"Whenever a nontoken creature you control dies,
Augment {2}{G} ({2}{G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)",,Creature,2,2,0,Andrea Radeck,No
Unstable,UST,12/8/2017,116,Mother Kangaroo,Common,"When this creature enters the battlefield, roll a six-sided die. Put a number of +1/+1 counters on this creature equal to the result.",{4}{G},Host,,,5,Andrea Radeck,No
Unstable,UST,12/8/2017,117,Multi-Headed,Common,"At the beginning of each end step, if you rolled a die this turn,
Augment {4}{G} ({4}{G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)",,Creature,4,4,0,YW Tang,No
Unstable,UST,12/8/2017,118,Really Epic Punch,Common,Target creature you control gets +2/+2 if it's a host or has augment. Then it fights target creature you don't control.,{1}{G},Sorcery,,,2,Ben Wootten,No
Unstable,UST,12/8/2017,119,Selfie Preservation,Common,"Search your library for a basic land card and reveal it. If there's a tree in its art, put it onto the battlefield tapped. Otherwise, put it into your hand. Then shuffle your library.",{1}{G},Sorcery,,,2,Chris Seaman,No
Unstable,UST,12/8/2017,120,Serpentine,Rare,"Whenever a land enters the battlefield under your control,
Augment {2}{G} ({2}{G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)",,Creature,3,3,0,Kari Christensen,No
Unstable,UST,12/8/2017,121,Shellephant,Uncommon,"{0}: Choose one. You may activate this ability while Shellephant is in any zone.
• Shellephant has base power and toughness 1/4.
• Shellephant has base power and toughness 3/3.",{1}{G}{G},Creature,?,?,3,Hector Ortiz,No
Unstable,UST,12/8/2017,122,Slaying Mantis,Uncommon,"Just a second (As long as this spell is on the stack, players can't move cards on the battlefield.)
Slaying Mantis enters the battlefield by being thrown from a distance of at least three feet.
When Slaying Mantis enters the battlefield, it fights each creature an opponent controls that it touched as it entered.",{5}{G}{G},Creature,6,6,7,Ben Wootten,No
Unstable,UST,12/8/2017,123,Squirrel Dealer,Common,"When Squirrel Dealer enters the battlefield, ask a person outside the game ""Do you like Squirrels?"" If he or she does, create a 1/1 green Squirrel creature token.",{G},Creature,1,1,1,Bram Sels,No
Unstable,UST,12/8/2017,124,Steamflogger Service Rep,Uncommon,"Whenever another Goblin enters the battlefield under your control, you may pay {1}. If you do, Steamflogger Service Rep assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",{2}{G},Creature,1,1,3,Warren Mahy,No
Unstable,UST,12/8/2017,125,Wild Crocodile,Common,"When this creature enters the battlefield, search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.",{1}{G},Host,,,2,Brynn Metheney,No
Unstable,UST,12/8/2017,126,Willing Test Subject,Common,"Reach
Whenever you roll a 4 or higher on a die, put a +1/+1 counter on Willing Test Subject.
{6}: Roll a six-sided die.",{2}{G},Creature,2,2,3,Dmitry Burmak,No
Unstable,UST,12/8/2017,127,Baron Von Count,Mythic Rare,"Baron Von Count enters the battlefield with a doom counter on ""5.""
Whenever you cast a spell with the indicated numeral in its mana cost, text box, power, or toughness, move the doom counter one numeral to the left.
When the doom counter moves from ""1,"" destroy target player and put that doom counter on ""5.""",{1}{B}{R},Creature,3,3,3,Jesper Ejsing,No
Unstable,UST,12/8/2017,128,Better Than One,Rare,"A person outside the game becomes your teammate. (Choose any number of cards in your hand, on top of your library, or on the battlefield under your control. Those cards become your teammate's hand, library, and permanents, respectively.)",{G}{W},Sorcery,,,2,Alex Konstad,No
Unstable,UST,12/8/2017,129,Cramped Bunker,Rare,"At the beginning of each opponent's upkeep, that player moves a permanent he or she controls to touch Cramped Bunker and no other permanents. If he or she can't, destroy each permanent that player controls that isn't touching Cramped Bunker, then sacrifice it.",{4}{R}{G},Enchantment,,,6,Ben Wootten,No
Unstable,UST,12/8/2017,130,Dr. Julius Jumblemorph,Mythic Rare,"Dr. Julius Jumblemorph is every creature type (even if this card isn't on the battlefield).
Whenever a host enters the battlefield under your control, you may search your library and/or graveyard for a card with augment and combine it with that host. If you search your library this way, shuffle it.",{2}{G}{W},Creature,4,4,4,Simon Dominic,No
Unstable,UST,12/8/2017,131,The Grand Calcutron,Mythic Rare,"When The Grand Calcutron enters the battlefield, each player's hand becomes a program (an ordered row of revealed cards).
Players can only play the first card of their program.
If a card would be put into a player's hand from anywhere, that player reveals it and places it anywhere within his or her program instead.
At the beginning of each player's end step, if that player's program has fewer than five cards, he or she draws cards equal to the difference.",{W}{U},Artifact,,,2,Sean Murray,No
Unstable,UST,12/8/2017,132,"Grusilda, Monster Masher",Rare,"Combined, enchanted, and equipped creatures you control have menace.
{3}{B}{R}, {T}: Put two target creature cards from graveyards onto the battlefield combined into one creature under your control. (Its power is equal to their total power, its toughness is equal to their total toughness, and it has their names, mana costs, types, text boxes, etc.)",{3}{B}{R},Creature,4,4,5,Mathias Kollros,No
Unstable,UST,12/8/2017,133,Hot Fix,Rare,"You have ten seconds to look at and rearrange the cards in your library. At the end of those ten seconds, if you're touching one or more of those cards, shuffle your library.",{4}{W}{U},Sorcery,,,6,David Sladek,No
Unstable,UST,12/8/2017,134,Ol' Buzzbark,Mythic Rare,"When Ol' Buzzbark enters the battlefield, roll X six-sided dice onto the battlefield from a height of at least X inches. For each die, put a number of +1/+1 counters equal to the result on each creature you control that die is touching. For each die, Ol' Buzzbark deals damage equal to the result to each creature an opponent controls that die is touching.",{X}{R}{G},Creature,3,3,2,Wayne Reynolds,No
